id_direccion,calle,codigo_postal,provincia,pais,id_pais
870,Avenida Néstor Aguiló,18578,Zamora,Dominica,154
871,Pasadizo de María Jesús Alemany,15375,Salamanca,Malaysia,78
872,Alameda de Paola Teruel,32333,Las Palmas,United Kingdom,145
873,Plaza de Dani Francisco,38504,Teruel,Bulgaria,108
874,Urbanización Gloria Vázquez,44845,Asturias,Afghanistan,54
875,Rambla Rafael Borrás,32302,Lugo,Iceland,120
876,Pasadizo Lucio Campoy,19953,Burgos,India,64
877,Cañada de León Campos,02376,Burgos,Malta,128
878,Acceso Calixto Baró,22122,Jaén,Netherlands,132
879,C. Jacinta Enríquez,03659,Zamora,Palau,177
880,Glorieta de Norberto Tejero,26182,Tarragona,Djibouti,13
881,Ronda Manuel Julián,08217,Córdoba,Samoa,179
882,Callejón Ofelia Arenas,14116,Huelva,Djibouti,13
883,Acceso Dan Domingo,14947,Murcia,Namibia,35
884,Avenida de Victor Manuel Leiva,31576,Granada,Malawi,29
885,Vial de Azeneth Rebollo,40003,Badajoz,Comoros,10
886,Cuesta José Ángel Medina,29722,Lleida,China,61
887,Plaza de Dafne Pelayo,45555,Madrid,Papua New Guinea,178
888,Acceso Fabio Morata,24203,Vizcaya,China,61
889,Cañada de Pastor Vigil,27100,Cáceres,India,64
890,Alameda Jose Ignacio Raya,10453,Badajoz,Finland,114
891,Via de Carina Roldán,47959,La Rioja,Sierra Leone,42
892,Pasadizo de Víctor Francisco,10797,Baleares,Brunei,58
893,Ronda Emiliano Chacón,24922,Teruel,Somalia,43
894,Cañada Eutimio Arcos,43120,Madrid,Sri Lanka,89
895,Urbanización de Rafaela Estévez,22639,Salamanca,Spain,141
896,Calle de Florentina Castañeda,17781,Zamora,Hong Kong,63
897,Avenida Galo Trujillo,44131,Vizcaya,Argentina,184
898,Acceso Lupita Alberto,31872,Cádiz,Jamaica,161
899,Alameda Federico Mate,17902,Salamanca,Hungary,119
900,Plaza de Federico Aliaga,09833,Las Palmas,Croatia,109
901,Acceso Noelia Bermúdez,46558,Almería,Belarus,105
902,Acceso Jessica Varela,03361,Palencia,Nepal,81
903,Cuesta de Juan José Figueroa,44193,Valencia,Ecuador,189
904,Alameda de Paulina Fuster,48761,Guadalajara,Finland,114
905,C. Encarnacion Cuenca,19359,Murcia,Bolivia,185
906,Paseo de Cesar Ayllón,42594,Navarra,Uzbekistan,97
907,Urbanización de Olegario Llorente,29492,Huesca,Ethiopia,17
908,Glorieta Rómulo Escribano,21184,Guipúzcoa,Liechtenstein,124
909,Ronda de Régulo Catalá,14353,Las Palmas,Belgium,106
910,Alameda Bartolomé Prada,11180,Asturias,Laos,76
911,Paseo de Esperanza Gracia,20636,Zaragoza,Palau,177
912,Alameda Octavio Segarra,13659,Sevilla,Belgium,106
913,Cañada de Segismundo Menéndez,10670,Segovia,Samoa,179
914,Alameda Luis Castells,06424,Cuenca,Ecuador,189
915,Rambla Clemente Lopez,40281,La Coruña,Netherlands,132
916,Cañada Reyna Osuna,39786,Guadalajara,Saudi Arabia,87
917,Callejón de Ale Palacio,24777,Salamanca,Luxembourg,126
918,Camino Corona Blanco,06643,La Rioja,Eritrea,16
919,Avenida Dulce Navas,45611,Lleida,Seychelles,41
920,Rambla Teo Sevilla,13786,Ciudad,Luxembourg,126
921,Cañada Clara Ferrán,04871,Córdoba,Honduras,160
922,Plaza de Pía Casal,35530,Albacete,Slovenia,140
923,Alameda de Agapito Uría,44040,Asturias,Mauritania,31
924,Callejón de Eric Rozas,08351,Alicante,Afghanistan,54
925,Paseo de Victoriano Tapia,27937,Ciudad,Marshall Islands,173
926,Ronda Lucas Gabaldón,45042,Zaragoza,Switzerland,143
927,Cuesta de Jose Manuel Palau,28097,Santa Cruz de Tenerife,Germany,117
928,Acceso Amador Conesa,47939,Girona,New Zealand,176
929,Avenida de Nando Vargas,10326,Valencia,Ireland,121
930,Alameda de Tiburcio Cabrera,22923,Albacete,Bulgaria,108
931,Urbanización Aureliano Elías,26165,Castellón,Dominica,154
932,Rambla de Catalina Comas,46049,Zamora,South Africa,44
933,Cañada Blas Paniagua,48153,Almería,Syria,90
934,Urbanización Poncio Figuerola,28387,Baleares,Philippines,84
935,Avenida Gastón Tolosa,33146,León,Denmark,112
936,Plaza de Nélida Real,42049,Granada,Azerbaijan,104
937,Pasadizo Rosa María Rubio,23478,Barcelona,Vietnam,98
938,Camino de Adelia Pino,25686,Ávila,Brunei,58
939,Rambla de Javier Beltran,22645,Álava,Estonia,113
940,Pasaje Ibán Fernandez,49048,Salamanca,Croatia,109
941,Cuesta Édgar Casanovas,01459,Huelva,Switzerland,143
942,Plaza de Máxima Merino,40430,Ávila,East Timor,62
943,Via Rosa María Calvet,02341,Tarragona,Greece,118
944,Rambla Leandro Moliner,32452,Ourense,Liechtenstein,124
945,Avenida Silvestre Asensio,47937,Cuenca,South Sudan,45
946,Paseo Marcial Sanmiguel,18846,Huelva,Sweden,142
947,Ronda de Domitila Toledo,28335,Murcia,Samoa,179
948,Urbanización Calisto Canet,39554,Madrid,Turkmenistan,95
949,Pasadizo de Mamen Granados,23108,Córdoba,Bosnia and Herzegovina,107
950,Rambla de Ciriaco Rocha,46708,Cádiz,Iraq,67
951,Urbanización Alfredo Agullo,23409,Lugo,Taiwan,91
952,Avenida de Baltasar Suárez,03125,Zaragoza,Germany,117
953,Ronda Encarnación Alemany,43424,Jaén,Laos,76
954,Pasaje Vidal Esteban,22135,La Rioja,Peru,192
955,Pasadizo de Jacinto Solís,50313,Málaga,Israel,68
956,Avenida Nando Palma,49259,Jaén,Lebanon,77
957,Calle de Gervasio Luján,46957,León,Moldova,129
958,Ronda Daniel Navarro,22568,Burgos,Serbia,138
959,Cuesta Che González,27402,Murcia,Sudan,46
960,Cañada de Arsenio Montenegro,12365,Girona,Turkey,94
961,Callejón Apolonia Aguilar,13952,Zaragoza,Lithuania,125
962,Vial de Santiago Hidalgo,15865,Tarragona,Bahamas,148
963,Calle de Isaac Larrea,08907,La Coruña,Bahrain,55
964,Cuesta de Rodrigo García,05313,Zamora,Kuwait,74
965,Calle Trinidad Figuerola,19431,Madrid,Barbados,149
966,Rambla Aristides Bejarano,28303,Tarragona,Pakistan,83
967,Pasadizo Ibán Company,31483,Ciudad,Lesotho,25
968,Vial Pascual Pallarès,49343,Alicante,Australia,170
969,Cuesta Emelina Ramírez,12031,Cuenca,Yemen,99
970,Via de Reyes Girona,14598,Badajoz,Israel,68
971,Paseo Blanca Morillo,24262,Álava,Democratic Republic of Congo,12
972,Rambla de Eulalia Romero,18083,Ceuta,Oman,82
973,Avenida de Alonso Garriga,07770,Lugo,Jordan,70
974,Cuesta Guiomar Mayo,38282,Jaén,Bangladesh,56
975,Pasadizo de Silvio Belda,12546,Segovia,Mozambique,34
976,Ronda de Juan Luis Gargallo,30048,Castellón,Bhutan,57
977,Camino de Florentina Sola,35132,Zaragoza,Honduras,160
978,Vial Ignacio Balaguer,27733,Jaén,Cameroon,6
979,Alameda de Lupita Aramburu,23166,Cantabria,Papua New Guinea,178
980,Ronda Eusebia Goicoechea,41345,Lleida,Italy,122
981,Calle de Adelardo Palomino,32215,León,Marshall Islands,173
982,Via Amando Olmedo,31341,Las Palmas,Armenia,102
983,Ronda de Abril Blazquez,36985,Asturias,Liechtenstein,124
984,Acceso de Ale Barrera,50948,Cantabria,Taiwan,91
985,Callejón Valentín Melero,34303,Zaragoza,Taiwan,91
986,Pasaje Jimena Lluch,31708,Huesca,Turkmenistan,95
987,Ronda Arturo Berrocal,26139,Vizcaya,Dominican Republic,155
988,Rambla de Vicente Marín,21117,Palencia,Marshall Islands,173
989,Vial de Ani Sanz,06382,Badajoz,Oman,82
990,Avenida Irene Valentín,15146,Lugo,Belgium,106
991,Paseo de Cipriano Canet,18477,Barcelona,El Salvador,156
992,Rambla Maxi Doménech,43917,Palencia,Australia,170
993,Camino Baltasar Oliver,13054,Ourense,South Africa,44
994,Plaza Lourdes Leal,40792,Baleares,Thailand,93
995,Camino de Miguela Reina,34310,Valencia,Laos,76
996,Calle Heriberto Amores,29177,Burgos,Palau,177
997,Ronda Eric Pont,16166,Murcia,North Korea,72
998,Rambla Amado Torrens,36900,Alicante,Micronesia,174
999,Cuesta Marcelino Castillo,07517,Huesca,Tajikistan,92
