nro_voluntario,fecha_inicio,fecha_fin,id_tarea,id_institucion
4200,1999-04-15,2003-04-14,JWAHXXXB96,408
4201,2014-10-09,2017-10-08,UGJXFRYZ41,685
4202,2006-05-14,2009-05-13,DNUWOIGC87,225
4203,1994-01-11,1998-01-10,VHUTDQQD02,761
4204,1999-02-03,2001-02-02,YPCFPMJQ10,547
4205,2001-11-25,2004-11-24,FYSMPRFI60,828
4206,1997-06-14,2000-06-13,LHWIEHSQ56,97
4207,2003-06-15,2005-06-14,KOQGXORU43,247
4208,1996-12-21,2000-12-20,BMLBGRND02,226
4209,1995-07-20,1997-07-19,GAQBUOME10,472
4210,2006-09-17,2010-09-16,VNUVKIZK02,787
4211,2007-11-25,2011-11-24,CIWKKMEC00,853
4212,2011-11-04,2014-11-03,JDYQSAHC90,286
4213,1997-09-26,1999-09-26,XVSTQESU48,686
4214,2019-07-04,2020-07-03,HCGYSNUO39,849
4215,2009-11-02,2012-11-01,DNUWOIGC87,600
4216,2020-06-03,2023-06-03,OMLIYZVX38,323
4217,2002-03-05,2003-03-05,LHWIEHSQ56,430
4218,1991-08-14,1995-08-13,XBPSIEVT36,901
4219,2000-04-14,2004-04-13,TOUBFVJK13,210
4220,2012-11-27,2014-11-27,KEMPSJTD69,290
4221,2012-06-07,2015-06-07,ZMOTBKAE77,723
4222,2020-06-12,2023-06-12,CRBJGTZW91,214
4223,1995-10-25,1996-10-24,NVIVZOXU73,460
4224,1992-06-20,1994-06-20,VXQKRIOB08,201
4225,1990-09-27,1993-09-26,QECDBKCV20,755
4226,2003-06-09,2006-06-08,ROPIKGME60,930
4227,2000-07-07,2002-07-07,EGAOTNUP26,510
4228,2007-07-19,2009-07-18,NVIVZOXU73,959
4229,2014-02-06,2017-02-05,BKPYNNGJ95,649
4230,2005-06-25,2006-06-25,CIWKKMEC00,395
4231,1991-05-17,1995-05-16,CNBXSFUK32,639
4232,1998-12-12,2002-12-11,KGWVYNSA31,129
4233,1996-05-05,1999-05-05,GSBEXPLO57,490
4234,2000-12-18,2004-12-17,KOQGXORU43,557
4235,2018-10-21,2022-10-20,BMLBGRND02,761
4236,2002-11-25,2005-11-24,CIWKKMEC00,184
4237,2012-08-23,2015-08-23,VNUVKIZK02,975
4238,2001-04-04,2005-04-03,OXXCRXFX31,956
4239,1993-06-21,1997-06-20,AQCASZAA33,446
4240,2009-05-19,2012-05-18,GAQBUOME10,352
4241,1998-07-05,2002-07-04,YVGZASAC07,870
4242,2007-07-16,2011-07-15,DMQCJNTB96,807
4243,1995-11-23,1998-11-22,AQCASZAA33,503
4244,2004-08-24,2008-08-23,TOUBFVJK13,945
4245,1998-12-16,2002-12-15,IARTAFFX51,452
4246,2011-08-18,2013-08-17,LQSQJXZJ45,931
4247,2010-06-01,2013-05-31,CXOOXSAG43,314
4248,2014-05-22,2017-05-21,KTTFAWOY98,178
4249,2010-05-26,2011-05-26,OXXCRXFX31,58
4250,1993-10-06,1997-10-05,BXUIBWWG95,761
4251,1993-12-07,1994-12-07,VDHJSKYC98,730
4252,2004-05-05,2007-05-05,YPCFPMJQ10,346
4253,2005-01-15,2009-01-14,ORWFNHSL71,239
4254,2016-06-08,2019-06-08,LUQPGNON78,484
4255,1993-07-12,1994-07-12,BYTBCRZC48,629
4256,2008-10-24,2011-10-24,CRBJGTZW91,365
4257,2017-03-19,2019-03-19,KGWVYNSA31,265
4258,1995-06-06,1996-06-05,WHSVDEON49,349
4259,2018-02-26,2022-02-25,WHSVDEON49,891
4260,2013-01-20,2017-01-19,OOGSYIWP08,201
4261,1994-01-14,1995-01-14,FYSMPRFI60,117
4262,2011-06-10,2012-06-09,OHMKFOXX18,10
4263,2004-06-08,2006-06-08,USPEMRXK50,832
4264,1992-07-13,1994-07-13,PDKDYDIR92,646
4265,2001-03-02,2004-03-01,BMLBGRND02,946
4266,1990-07-08,1992-07-07,FEQHPXWD91,844
4267,2000-06-26,2002-06-26,WMKDXHSR24,990
4268,2008-04-02,2011-04-02,WNPNJEVG54,578
4269,2011-05-16,2012-05-15,EGAOTNUP26,802
4270,2004-05-23,2006-05-23,QECDBKCV20,68
4271,2011-04-18,2015-04-17,AQCASZAA33,969
4272,2002-03-19,2006-03-18,TEDQTDBZ54,631
4273,2001-11-04,2003-11-04,EGAOTNUP26,683
4274,1993-10-07,1995-10-07,KOQGXORU43,36
4275,2012-01-18,2015-01-17,LZJQKBND72,493
4276,2018-05-27,2021-05-26,YGMGOUFM45,788
4277,1992-01-05,1995-01-04,FYSMPRFI60,820
4278,2003-06-16,2007-06-15,OLIRHRDP51,801
4279,2011-08-03,2015-08-02,WVPSKOMR97,246
4280,2000-11-19,2004-11-18,WNPNJEVG54,55
4281,2003-06-15,2006-06-14,SBSVRAJX26,129
4282,2002-01-05,2005-01-04,SBSVRAJX26,766
4283,2000-09-15,2001-09-15,VHUTDQQD02,767
4284,2012-08-18,2013-08-18,BMLBGRND02,305
4285,1999-01-04,2003-01-03,IBGWELZC81,434
4286,1996-02-04,1999-02-03,SBSVRAJX26,503
4287,1996-09-12,1997-09-12,CNBXSFUK32,445
4288,1999-04-14,2001-04-13,GHTHJDFM59,972
4289,1999-06-26,2002-06-25,XVCOQJCI55,846
4290,2005-08-26,2007-08-26,GHTHJDFM59,944
4291,2005-07-22,2009-07-21,CZLGBHJH97,988
4292,2017-02-19,2018-02-19,TLYDOWYM85,493
4293,2018-12-28,2022-12-27,HCGYSNUO39,85
4294,2014-10-18,2016-10-17,SDETFZWU63,635
4295,2014-05-04,2018-05-03,UGJXFRYZ41,108
4296,1996-08-13,2000-08-12,BXUIBWWG95,898
4297,2004-07-18,2005-07-18,DNUWOIGC87,981
4298,2004-04-02,2007-04-02,JJVQUHRW53,110
4299,2019-01-24,2023-01-23,QTJJSKOG70,214
4300,1997-10-06,2001-10-05,EGAOTNUP26,311
4301,1996-05-13,2000-05-12,GAQBUOME10,854
4302,2014-03-07,2018-03-06,UVWIZKBU76,609
4303,1990-02-09,1993-02-08,OXXCRXFX31,19
4304,2019-12-04,2020-12-03,XBPSIEVT36,859
4305,2007-11-13,2009-11-12,APOMKTNF83,139
4306,1995-12-21,1999-12-20,KEMPSJTD69,123
4307,2004-03-15,2008-03-14,BYTBCRZC48,304
4308,2009-09-02,2010-09-02,QTJJSKOG70,874
4309,2001-02-26,2004-02-26,REOKBGFC42,18
4310,2007-10-28,2011-10-27,QVPMBVUX64,780
4311,2013-08-24,2014-08-24,GZMZOMHR64,160
4312,1994-08-21,1996-08-20,UVWIZKBU76,192
4313,2002-08-20,2004-08-19,BKPYNNGJ95,923
4314,2005-11-09,2007-11-09,ZMOTBKAE77,566
4315,2007-06-20,2011-06-19,KEMPSJTD69,433
4316,2001-08-10,2002-08-10,JDYQSAHC90,419
4317,2011-03-25,2015-03-24,OXXCRXFX31,308
4318,2015-09-28,2016-09-27,VNUVKIZK02,377
4319,2003-04-07,2007-04-06,REOKBGFC42,649
4320,2002-08-11,2004-08-10,APOMKTNF83,292
4321,1999-05-26,2002-05-25,IARTAFFX51,259
4322,2000-11-07,2002-11-07,OOGSYIWP08,126
4323,2001-10-23,2003-10-23,CNBXSFUK32,252
4324,2003-01-27,2005-01-26,UVWIZKBU76,915
4325,2016-03-09,2018-03-09,EJSBCWZN53,53
4326,2009-07-15,2011-07-15,NBXECSTW88,403
4327,1999-08-22,2001-08-21,WNPNJEVG54,484
4328,2002-11-24,2003-11-24,XBPSIEVT36,165
4329,2006-04-18,2008-04-17,UFOTOVKW05,575
4330,2010-02-07,2012-02-07,XVSTQESU48,900
4331,2011-12-27,2015-12-26,TOUBFVJK13,10
4332,2016-09-05,2019-09-05,IARTAFFX51,100
4333,2001-07-22,2002-07-22,RFNEQDWT31,619
4334,1999-07-14,2002-07-13,KTTFAWOY98,150
4335,1992-12-06,1993-12-06,HEFSBMMM10,201
4336,1998-07-06,2001-07-05,ROQBIJSP98,278
4337,2003-06-02,2006-06-01,LGEDBCZG06,917
4338,2019-05-13,2020-05-12,GAQBUOME10,529
4339,2002-11-23,2006-11-22,LUQPGNON78,585
4340,2004-07-09,2007-07-09,VDHJSKYC98,315
4341,2005-12-28,2007-12-28,GSBEXPLO57,898
4342,2016-12-24,2017-12-24,XBPSIEVT36,114
4343,2010-04-11,2012-04-10,HEFSBMMM10,191
4344,1996-12-17,1997-12-17,QJSSUQXQ29,18
4345,2006-09-16,2007-09-16,YVGZASAC07,231
4346,2011-01-22,2012-01-22,IARTAFFX51,965
4347,2010-04-18,2014-04-17,DNUWOIGC87,61
4348,2007-05-08,2011-05-07,CNBXSFUK32,439
4349,1997-06-28,2001-06-27,LZJQKBND72,29
4350,2002-02-02,2006-02-01,YPXJAUSM79,335
4351,2020-03-10,2022-03-10,FYSMPRFI60,892
4352,2008-04-19,2010-04-19,CIWKKMEC00,921
4353,1990-10-19,1993-10-18,OUJAANOC36,715
4354,2008-02-10,2009-02-09,LHWIEHSQ56,124
4355,1993-03-22,1995-03-22,DNUWOIGC87,360
4356,2014-01-17,2018-01-16,IARTAFFX51,240
4357,2016-05-21,2019-05-21,NABVVCGM82,50
4358,1991-05-06,1994-05-05,BKPYNNGJ95,513
4359,2002-01-07,2006-01-06,TEDQTDBZ54,219
4360,2010-06-17,2011-06-17,UGJXFRYZ41,871
4361,2007-03-15,2008-03-14,OXXCRXFX31,762
4362,2006-10-27,2010-10-26,GAQBUOME10,802
4363,2015-07-17,2019-07-16,DMQCJNTB96,946
4364,2020-08-13,2024-08-12,OHMKFOXX18,680
4365,2014-07-20,2015-07-20,HEFSBMMM10,138
4366,2006-09-01,2008-08-31,LUQPGNON78,270
4367,2011-12-18,2015-12-17,FEQHPXWD91,585
4368,2002-09-19,2005-09-18,EVUNIPCL31,352
4369,2005-07-10,2007-07-10,JJVQUHRW53,158
4370,2003-12-11,2006-12-10,UGJXFRYZ41,977
4371,2017-12-24,2021-12-23,CYKXKSHI67,509
4372,2013-11-18,2014-11-18,UBGNXJVT90,525
4373,2003-08-02,2007-08-01,GZMZOMHR64,123
4374,2016-11-04,2018-11-04,CIWKKMEC00,511
4375,2018-01-12,2021-01-11,CRBJGTZW91,834
4376,2009-03-08,2011-03-08,REOKBGFC42,386
4377,2005-04-02,2008-04-01,UFOTOVKW05,992
4378,2012-05-04,2013-05-04,VHUTDQQD02,788
4379,2010-05-12,2012-05-11,QTJJSKOG70,387
4380,2010-01-02,2011-01-02,KTTFAWOY98,879
4381,1996-02-18,1997-02-17,IDOWSZOK02,739
4382,2019-07-06,2022-07-05,XBPSIEVT36,91
4383,1995-09-10,1998-09-09,NABVVCGM82,18
4384,1998-12-02,2002-12-01,SDETFZWU63,750
4385,2016-10-20,2018-10-20,LZJQKBND72,826
4386,2007-12-18,2010-12-17,LZJQKBND72,475
4387,1996-06-06,2000-06-05,LHWIEHSQ56,387
4388,2010-10-21,2011-10-21,GAQBUOME10,699
4389,2011-05-18,2015-05-17,KEMPSJTD69,579
4390,2001-06-03,2005-06-02,UVWIZKBU76,993
4391,2000-03-06,2002-03-06,WNPNJEVG54,191
4392,2010-10-13,2014-10-12,CRBJGTZW91,801
4393,1999-06-25,2001-06-24,QVPMBVUX64,206
4394,2014-03-24,2018-03-23,XBPSIEVT36,302
4395,1998-10-01,1999-10-01,GAQBUOME10,590
4396,2019-02-09,2023-02-08,XVCOQJCI55,418
4397,2017-10-25,2021-10-24,FXBBRXLA68,87
4398,2001-01-26,2003-01-26,SDETFZWU63,842
4399,1992-05-14,1995-05-14,YVGZASAC07,470
4400,2015-01-01,2017-12-31,JDYQSAHC90,508
4401,2009-03-04,2013-03-03,AQCASZAA33,202
4402,1991-02-28,1994-02-27,CNBXSFUK32,557
4403,1990-10-20,1992-10-19,CNBXSFUK32,655
4404,1991-09-07,1992-09-06,YGMGOUFM45,221
4405,2002-02-10,2003-02-10,CRBJGTZW91,723
4406,2014-02-12,2018-02-11,JJVQUHRW53,848
4407,2006-04-17,2007-04-17,WVPSKOMR97,72
4408,2000-03-23,2003-03-23,YCPCXAMZ42,327
4409,2002-06-01,2006-05-31,VXQKRIOB08,745
4410,2000-04-24,2002-04-24,EJSBCWZN53,596
4411,1998-10-28,2001-10-27,CRBJGTZW91,274
4412,2005-11-20,2006-11-20,WHSVDEON49,15
4413,2010-04-25,2011-04-25,TEDQTDBZ54,769
4414,2010-11-22,2014-11-21,LUQPGNON78,925
4415,1996-02-22,1998-02-21,KEMPSJTD69,503
4416,2002-12-28,2004-12-27,RFNEQDWT31,338
4417,1999-10-08,2000-10-07,IDOWSZOK02,375
4418,1995-08-06,1996-08-05,JJVQUHRW53,971
4419,1993-09-14,1995-09-14,CCINTUOP48,794
4420,2012-08-27,2013-08-27,FEQHPXWD91,993
4421,2015-04-15,2016-04-14,EGAOTNUP26,304
4422,2020-10-18,2023-10-18,TOUBFVJK13,602
4423,1998-03-09,2000-03-08,BYTBCRZC48,772
4424,1994-05-19,1995-05-19,WVPSKOMR97,706
4425,2019-09-18,2022-09-17,YCPCXAMZ42,742
4426,2014-05-05,2016-05-04,TOUBFVJK13,443
4427,2004-02-20,2005-02-19,IDOWSZOK02,280
4428,2013-05-27,2014-05-27,YZREKOQZ47,666
4429,2008-03-08,2012-03-07,LUQPGNON78,954
4430,2008-06-25,2011-06-25,CYKXKSHI67,503
4431,2013-01-14,2014-01-14,WMKDXHSR24,861
4432,2019-02-22,2021-02-21,IDOWSZOK02,516
4433,2005-07-26,2009-07-25,LGEDBCZG06,634
4434,1998-06-01,2001-05-31,GSYUCMYB50,434
4435,2010-03-19,2014-03-18,QVPMBVUX64,371
4436,2000-06-04,2003-06-04,VDHJSKYC98,893
4437,2015-07-14,2016-07-13,CIWKKMEC00,823
4438,1997-10-05,1999-10-05,LGEDBCZG06,85
4439,1991-10-05,1993-10-04,JPBVKRYN96,503
4440,1994-10-19,1996-10-18,WMKDXHSR24,497
4441,1992-05-18,1993-05-18,UBGNXJVT90,103
4442,2010-09-23,2012-09-22,GAQBUOME10,723
4443,2000-04-04,2001-04-04,AQCASZAA33,959
4444,2005-05-26,2008-05-25,XBPSIEVT36,556
4445,1993-10-13,1995-10-13,YVGZASAC07,947
4446,1992-03-07,1996-03-06,SBSVRAJX26,263
4447,2014-03-12,2017-03-11,BKPYNNGJ95,290
4448,2003-03-26,2004-03-25,CRBJGTZW91,584
4449,2002-11-18,2003-11-18,BYTBCRZC48,868
4450,1994-11-08,1998-11-07,JPBVKRYN96,937
4451,2019-11-09,2023-11-08,OLIRHRDP51,257
4452,1992-06-20,1994-06-20,GZMZOMHR64,62
4453,1993-09-28,1997-09-27,ROQBIJSP98,474
4454,1990-02-16,1991-02-16,LUQPGNON78,342
4455,2012-11-13,2016-11-12,UGJXFRYZ41,747
4456,2008-09-24,2012-09-23,YZREKOQZ47,281
4457,2017-04-07,2020-04-06,JWAHXXXB96,727
4458,1996-04-13,2000-04-12,EJSBCWZN53,653
4459,2015-04-22,2018-04-21,SBSVRAJX26,409
4460,1995-01-11,1999-01-10,YPCFPMJQ10,333
4461,2014-02-16,2018-02-15,XVSTQESU48,542
4462,2007-06-10,2011-06-09,QJSSUQXQ29,31
4463,2020-12-27,2024-12-26,CYKXKSHI67,267
4464,2006-12-15,2007-12-15,WNPNJEVG54,592
4465,2014-09-26,2016-09-25,OHMKFOXX18,213
4466,2010-11-03,2011-11-03,LQSQJXZJ45,417
4467,2008-12-07,2012-12-06,NVIVZOXU73,520
4468,2010-01-07,2013-01-06,LGEDBCZG06,706
4469,1997-04-17,1998-04-17,EJSBCWZN53,789
4470,2018-04-11,2019-04-11,WMKDXHSR24,857
4471,2005-04-10,2008-04-09,QECDBKCV20,467
4472,1994-03-17,1996-03-16,KOQGXORU43,612
4473,1994-07-16,1997-07-15,WVPSKOMR97,581
4474,1990-11-17,1993-11-16,YZREKOQZ47,865
4475,2002-11-22,2004-11-21,EVUNIPCL31,483
4476,1994-03-08,1997-03-07,ROPIKGME60,457
4477,1995-11-08,1997-11-07,HEFSBMMM10,159
4478,2003-06-04,2006-06-03,IARTAFFX51,477
4479,2016-10-25,2017-10-25,WVPSKOMR97,757
4480,2020-02-13,2021-02-12,KEMPSJTD69,690
4481,1995-04-16,1999-04-15,APOMKTNF83,280
4482,2002-06-06,2006-06-05,TOUBFVJK13,420
4483,1991-02-06,1992-02-06,EJSBCWZN53,86
4484,1997-09-06,1999-09-06,WHSVDEON49,7
4485,1997-01-09,2000-01-09,GSBEXPLO57,296
4486,2001-11-01,2002-11-01,CNBXSFUK32,555
4487,2017-10-05,2019-10-05,FEQHPXWD91,494
4488,2007-11-02,2011-11-01,TEDQTDBZ54,778
4489,1995-02-08,1998-02-07,JJVQUHRW53,345
4490,2001-11-22,2004-11-21,CCINTUOP48,477
4491,2020-01-07,2023-01-06,TLYDOWYM85,762
4492,2002-04-12,2004-04-11,OOGSYIWP08,411
4493,2017-08-26,2018-08-26,XBPSIEVT36,814
4494,2010-09-13,2014-09-12,WNPNJEVG54,63
4495,2001-02-01,2003-02-01,KEMPSJTD69,198
4496,2009-01-23,2013-01-22,EJSBCWZN53,235
4497,1992-06-06,1995-06-06,SBSVRAJX26,537
4498,2001-05-16,2003-05-16,UVWIZKBU76,111
4499,2017-11-16,2018-11-16,EVUNIPCL31,206
4500,2008-10-23,2009-10-23,IBGWELZC81,130
4501,2019-06-10,2020-06-09,CZLGBHJH97,495
4502,2016-10-22,2019-10-22,USPEMRXK50,282
4503,1991-11-03,1993-11-02,ROPIKGME60,546
4504,1996-07-26,1997-07-26,DMQCJNTB96,960
4505,2011-08-09,2013-08-08,LZFXPISP97,971
4506,2001-11-06,2002-11-06,IARTAFFX51,945
4507,2015-07-06,2016-07-05,CZLGBHJH97,189
4508,1993-10-08,1994-10-08,BYTBCRZC48,436
4509,2008-02-26,2011-02-25,QECDBKCV20,792
4510,2005-11-13,2007-11-13,USPEMRXK50,611
4511,1993-01-22,1994-01-22,YGMGOUFM45,694
4512,2007-11-27,2009-11-26,BYTBCRZC48,772
4513,2013-04-12,2017-04-11,GAQBUOME10,813
4514,1990-01-04,1993-01-03,XBPSIEVT36,83
4515,2017-12-28,2018-12-28,USPEMRXK50,970
4516,2009-12-11,2011-12-11,CNBXSFUK32,58
4517,2012-06-04,2016-06-03,IDOWSZOK02,152
4518,1994-08-04,1997-08-03,CNBXSFUK32,746
4519,2003-04-18,2004-04-17,UVWIZKBU76,746
4520,2003-01-21,2004-01-21,FEQHPXWD91,725
4521,1998-04-16,2001-04-15,CIWKKMEC00,201
4522,1997-04-04,1999-04-04,FYSMPRFI60,553
4523,2000-03-11,2001-03-11,QTJJSKOG70,505
4524,2020-04-08,2022-04-08,CXOOXSAG43,729
4525,1996-06-22,2000-06-21,YGMGOUFM45,178
4526,1993-10-19,1997-10-18,REOKBGFC42,48
4527,1999-12-20,2001-12-19,SLZAJREK70,109
4528,2017-03-04,2021-03-03,UFOTOVKW05,853
4529,2011-08-12,2012-08-11,GSYUCMYB50,831
4530,2008-04-17,2010-04-17,KOQGXORU43,227
4531,2016-03-17,2017-03-17,WHSVDEON49,171
4532,2006-12-24,2010-12-23,GSYUCMYB50,187
4533,2009-10-16,2010-10-16,USPEMRXK50,4
4534,2013-10-02,2015-10-02,GVFJGIEU59,875
4535,1998-04-27,2001-04-26,HHVSSPRU02,926
4536,1994-06-22,1998-06-21,UFOTOVKW05,220
4537,1991-10-24,1994-10-23,CRBJGTZW91,231
4538,2018-03-21,2022-03-20,YZREKOQZ47,466
4539,2019-01-22,2022-01-21,OUJAANOC36,692
4540,1992-12-16,1994-12-16,YVGZASAC07,324
4541,2010-01-18,2011-01-18,FYSMPRFI60,715
4542,1997-02-05,2000-02-05,FXBBRXLA68,99
4543,2011-04-03,2015-04-02,LUQPGNON78,667
4544,2020-11-03,2021-11-03,VXQKRIOB08,744
4545,2001-05-18,2002-05-18,OHMKFOXX18,564
4546,2016-07-08,2020-07-07,FXBBRXLA68,859
4547,2009-03-27,2010-03-27,UBGNXJVT90,643
4548,2011-12-22,2012-12-21,USPEMRXK50,102
4549,2001-05-16,2003-05-16,LQSQJXZJ45,13
4550,2013-08-09,2016-08-08,JDYQSAHC90,523
4551,2013-07-23,2017-07-22,LZJQKBND72,333
4552,1998-08-01,2001-07-31,JJVQUHRW53,520
4553,2007-03-06,2010-03-05,NABVVCGM82,532
4554,2015-02-19,2017-02-18,IDOWSZOK02,892
4555,2003-04-16,2006-04-15,BYTBCRZC48,871
4556,2015-02-18,2017-02-17,NVIVZOXU73,422
4557,2018-08-28,2019-08-28,BMLBGRND02,92
4558,2008-06-14,2010-06-14,PDKDYDIR92,350
4559,2016-11-25,2019-11-25,LZFXPISP97,89
4560,1998-08-12,1999-08-12,YCPCXAMZ42,334
4561,2000-09-16,2004-09-15,GVFJGIEU59,328
4562,1998-09-11,1999-09-11,GHTHJDFM59,801
4563,2002-02-27,2005-02-26,JDYQSAHC90,633
4564,2013-03-09,2014-03-09,QJSSUQXQ29,574
4565,2018-03-08,2019-03-08,GHTHJDFM59,43
4566,1995-06-23,1998-06-22,CCINTUOP48,7
4567,1996-08-08,1999-08-08,NVIVZOXU73,552
4568,2020-05-13,2021-05-13,FEQHPXWD91,918
4569,1993-06-26,1994-06-26,OHMKFOXX18,546
4570,2020-02-15,2021-02-14,KGWVYNSA31,781
4571,2015-09-17,2018-09-16,UGJXFRYZ41,803
4572,1995-09-21,1997-09-20,YGMGOUFM45,551
4573,1996-04-04,1999-04-04,LUQPGNON78,130
4574,2019-08-15,2021-08-14,XVCOQJCI55,469
4575,2017-06-18,2019-06-18,YGMGOUFM45,569
4576,2016-09-16,2017-09-16,JJVQUHRW53,716
4577,2020-10-13,2023-10-13,GHTHJDFM59,632
4578,2014-11-07,2017-11-06,YPXJAUSM79,395
4579,2020-03-17,2021-03-17,TOUBFVJK13,253
4580,2011-03-28,2012-03-27,OHMKFOXX18,402
4581,2018-02-16,2022-02-15,HCGYSNUO39,159
4582,2011-03-26,2012-03-25,BLCQSTLQ47,999
4583,1993-04-07,1995-04-07,BKPYNNGJ95,634
4584,2002-09-02,2006-09-01,KEMPSJTD69,419
4585,2007-09-07,2009-09-06,SLZAJREK70,996
4586,2017-02-25,2021-02-24,JWAHXXXB96,119
4587,2013-06-04,2015-06-04,GAQBUOME10,714
4588,2018-03-25,2019-03-25,WHSVDEON49,304
4589,2019-08-12,2021-08-11,IDOWSZOK02,181
4590,2002-03-20,2005-03-19,NVIVZOXU73,795
4591,2002-04-22,2006-04-21,OXXCRXFX31,276
4592,2009-04-13,2012-04-12,UVWIZKBU76,148
4593,2013-10-05,2015-10-05,WMKDXHSR24,200
4594,2015-06-19,2019-06-18,XVCOQJCI55,359
4595,1991-12-05,1993-12-04,ROPIKGME60,510
4596,1994-08-05,1995-08-05,UVWIZKBU76,553
4597,1993-04-07,1997-04-06,NABVVCGM82,848
4598,2014-08-09,2015-08-09,CXOOXSAG43,401
4599,2010-08-17,2013-08-16,EGAOTNUP26,732
4600,1998-05-07,2001-05-06,OLIRHRDP51,359
4601,1997-09-17,2001-09-16,YCPCXAMZ42,95
4602,2019-10-10,2023-10-09,JPBVKRYN96,713
4603,1997-08-14,2001-08-13,BKPYNNGJ95,627
4604,1994-05-14,1997-05-13,CYKXKSHI67,878
4605,2013-04-11,2016-04-10,VXQKRIOB08,891
4606,1993-03-12,1996-03-11,KYMYXXBG12,619
4607,2016-07-22,2017-07-22,XVSTQESU48,242
4608,2016-03-20,2017-03-20,BLCQSTLQ47,615
4609,2016-07-04,2018-07-04,CCINTUOP48,210
4610,2020-04-27,2023-04-27,WVPSKOMR97,338
4611,2018-11-05,2021-11-04,BKPYNNGJ95,751
4612,1995-04-09,1999-04-08,TLYDOWYM85,77
4613,2009-08-20,2012-08-19,CZLGBHJH97,70
4614,2017-04-09,2020-04-08,SDETFZWU63,727
4615,2015-03-26,2018-03-25,VDHJSKYC98,611
4616,2007-12-11,2009-12-10,SLZAJREK70,668
4617,2015-10-11,2019-10-10,SBSVRAJX26,713
4618,2008-09-23,2010-09-23,YCPCXAMZ42,485
4619,1994-10-13,1997-10-12,YVGZASAC07,853
4620,1993-12-15,1997-12-14,YCPCXAMZ42,16
4621,1991-03-21,1994-03-20,LQSQJXZJ45,110
4622,2002-02-05,2003-02-05,QVPMBVUX64,742
4623,2017-05-03,2020-05-02,YPXJAUSM79,543
4624,2019-02-08,2022-02-07,PDKDYDIR92,624
4625,1996-09-13,1998-09-13,GSYUCMYB50,196
4626,2020-04-23,2021-04-23,IJZHWLLW65,174
4627,1994-06-19,1998-06-18,USPEMRXK50,201
4628,1990-12-14,1994-12-13,YVGZASAC07,240
4629,1991-01-04,1995-01-03,FYSMPRFI60,985
4630,2013-11-03,2016-11-02,DNUWOIGC87,885
4631,2005-05-13,2006-05-13,JPBVKRYN96,168
4632,1990-12-14,1991-12-14,SDETFZWU63,803
4633,2000-05-20,2001-05-20,LUQPGNON78,350
4634,1997-04-22,2000-04-21,TOUBFVJK13,552
4635,2020-04-25,2023-04-25,LQSQJXZJ45,281
4636,1990-08-11,1992-08-10,CNBXSFUK32,744
4637,2019-09-22,2021-09-21,FYSMPRFI60,535
4638,1998-08-07,2001-08-06,XVSTQESU48,239
4639,1991-02-04,1995-02-03,YPCFPMJQ10,969
4640,2010-10-24,2011-10-24,YZREKOQZ47,70
4641,1992-06-26,1993-06-26,KGWVYNSA31,42
4642,2011-05-02,2015-05-01,TEDQTDBZ54,847
4643,2020-11-28,2021-11-28,USPEMRXK50,927
4644,2006-08-10,2009-08-09,JJVQUHRW53,6
4645,1992-04-11,1994-04-11,VDHJSKYC98,28
4646,2008-03-04,2011-03-04,ROPIKGME60,61
4647,2014-02-08,2017-02-07,HCGYSNUO39,458
4648,2014-10-22,2017-10-21,VXQKRIOB08,294
4649,2013-12-23,2014-12-23,GSBEXPLO57,322
4650,2016-05-08,2017-05-08,UVWIZKBU76,208
4651,2011-09-12,2013-09-11,YYCMCTXR62,935
4652,1999-09-02,2000-09-01,OOGSYIWP08,948
4653,2018-03-19,2019-03-19,FYSMPRFI60,189
4654,2019-09-28,2023-09-27,UBGNXJVT90,799
4655,2015-03-12,2019-03-11,VNUVKIZK02,376
4656,2018-08-16,2020-08-15,NVIVZOXU73,76
4657,2008-05-05,2010-05-05,ROPIKGME60,910
4658,2014-12-03,2018-12-02,QVPMBVUX64,132
4659,2001-12-12,2003-12-12,NABVVCGM82,264
4660,1996-05-25,1999-05-25,APOMKTNF83,834
4661,2005-04-05,2006-04-05,CXOOXSAG43,135
4662,1994-10-18,1998-10-17,EGAOTNUP26,400
4663,1993-01-06,1996-01-06,YVGZASAC07,694
4664,1994-08-07,1995-08-07,NVIVZOXU73,968
4665,2004-06-13,2007-06-13,NBXECSTW88,132
4666,1994-12-17,1995-12-17,LZFXPISP97,581
4667,2000-10-19,2003-10-19,KYMYXXBG12,13
4668,2016-09-13,2018-09-13,ROPIKGME60,704
4669,2004-05-24,2005-05-24,DMQCJNTB96,130
4670,2017-01-01,2019-01-01,VHUTDQQD02,976
4671,2008-02-21,2010-02-20,GSBEXPLO57,290
4672,1993-07-05,1994-07-05,CCINTUOP48,305
4673,2001-05-13,2003-05-13,EGAOTNUP26,673
4674,1994-04-13,1997-04-12,CRBJGTZW91,941
4675,2011-10-16,2015-10-15,YPXJAUSM79,328
4676,2005-03-26,2008-03-25,GVFJGIEU59,962
4677,1994-05-09,1998-05-08,IARTAFFX51,337
4678,2003-09-21,2005-09-20,JPBVKRYN96,443
4679,2017-02-05,2019-02-05,IJZHWLLW65,201
4680,2020-12-11,2023-12-11,OLIRHRDP51,217
4681,1998-07-12,2001-07-11,GSBEXPLO57,319
4682,2000-06-03,2004-06-02,CXOOXSAG43,398
4683,2019-04-06,2020-04-05,YVGZASAC07,159
